Age,Occupation,Risk Tolerance,Investment Goals,Income Level,Account Balance,Deposits,Withdrawals,Transfers,International Transfers,Investments,Loan Amount,Employment Status,Loan Term (Months),Loan Status,Net Savings,Loan to Income Ratio,Investment Ratio
53,Teacher,Low,Income generation,83255.09,11249.04,5069.15,2715.34,2736.07,536.38,1537.38,44833.55,Self-employed,24,rejected,2353.81,3.985190275,0.136655514
22,Doctor,High,Income generation,69021.24,47409.19,22937.4,8746.66,10902.91,2368.09,6221.92,7564.48,Self-employed,48,approved,14190.74,0.159553885,0.131235922
85,Artist,Low,Income generation,120227.3,100000,48881.24,16883.69,22444.73,6412.25,7853.29,15652.88,Retired,36,pending,31997.55,0.156527235,0.078532115
60,Teacher,Low,Speculation,92148.67,96953.86,13441.21,6212.85,9912.25,2810.46,9412.76,10768.87,Self-employed,24,pending,7228.36,0.111070966,0.097083942
62,Lawyer,Low,Growth,88241.64,86599.93,22631.34,24375.57,18129.36,1261.78,4436.88,50000,Unemployed,24,pending,-1744.23,0.577361005,0.05123363
30,Artist,Medium,Wealth preservation,82841.87,100000,36686.13,14237.63,21073.28,1309.64,18679.27,27854.46,Self-employed,48,approved,22448.5,0.278541815,0.186790832
84,Artist,Medium,Growth,80904.71,100000,29975.87,23582.64,9352.02,1618.54,10721.31,50000,Employed,60,rejected,6393.23,0.499995,0.107212028
75,Artist,Medium,Income generation,78844.45,10561.52,3325.08,787.79,1610.84,293.98,1988.79,9057.62,Employed,36,approved,2537.29,0.85752453,0.188287454
67,Artist,Low,Growth,99693.05,100000,23651.96,29011.58,9967.98,957.37,16764.87,50000,Employed,24,approved,-5359.62,0.499995,0.167647024
68,Teacher,High,Growth,113849.77,28787.06,7171.86,3821.91,4976.5,701.26,9655.74,50000,Unemployed,48,rejected,3349.95,1.736831172,0.335407804
22,Doctor,Medium,Income generation,44212.01,22596.48,5947.83,5005.5,2430.79,469.98,1362.62,50000,Retired,60,approved,942.33,2.212636099,0.060299644
74,Teacher,Low,Growth,48497.89,96417.59,35692.07,12046.25,17782.61,4513.27,6233,11407.48,Self-employed,24,rejected,23645.82,0.118312039,0.06464521
66,Student,High,Growth,94055.36,100000,43976.02,13116.91,22270.35,3502.8,26778.61,50000,Retired,60,approved,30859.11,0.499995,0.267783422
41,Student,Low,Wealth preservation,83420.07,100000,20224.9,5631.87,14069.71,3831.87,17243.71,48619.52,Self-employed,60,rejected,14593.03,0.486190338,0.172435376
67,Engineer,Medium,Income generation,94770.58,16065.36,1679.73,1179.51,1381.86,31.96,1333.91,50000,Employed,36,pending,500.22,3.112092596,0.083025029
19,Student,Low,Income generation,75531.47,23383.54,5026.05,2448.03,1769.07,80.25,1282,47437.18,Unemployed,12,rejected,2578.02,2.028570158,0.054822545
79,Retiree,High,Wealth preservation,62317.77,54420.81,10883.55,5317.29,9364.5,131.13,17330.87,50000,Unemployed,24,pending,5566.26,0.918749303,0.318454495
61,Lawyer,Low,Income generation,79689.93,14014.31,6164.79,1252.19,2726.18,778.18,1853.23,50000,Unemployed,24,rejected,4912.6,3.567527226,0.13222897
28,Student,Low,Speculation,40854.27,27972.25,7169.1,3890.09,3221.06,91.95,2891.32,25297.57,Self-employed,36,pending,3279.01,0.904348619,0.103360174
51,Retiree,High,Income generation,60735.01,60211.03,22210.82,9223.79,8642.92,261.73,13198.22,50000,Unemployed,36,approved,12987.03,0.830398842,0.219195732
41,Teacher,High,Income generation,87408.96,31338.42,9497.62,6438.5,6814.24,239.07,12251.1,50000,Unemployed,36,rejected,3059.12,1.595434759,0.390916616
85,Lawyer,Medium,Wealth preservation,62389.76,23360.34,5110.19,4161.18,5185.85,543.58,2969.91,50000,Employed,60,rejected,949.01,2.140288186,0.127129266
65,Teacher,Low,Growth,142789.79,89592,41285.17,25577.64,21837.76,5852.49,11522.1,50000,Retired,60,pending,15707.53,0.558079314,0.128604913
84,Engineer,Medium,Wealth preservation,81431.94,100000,32350.83,15515.99,16541.11,565.56,8293.63,50000,Unemployed,36,pending,16834.84,0.499995,0.082935471
40,Lawyer,Low,Wealth preservation,43679.12,11113.42,4777.59,2990.33,1899.71,271.76,779.47,50000,Retired,36,approved,1787.26,4.498660299,0.070131415
82,Retiree,High,Income generation,98092.18,100000,49247.31,7640.61,7732.56,266.41,5083.01,50000,Retired,60,approved,41606.7,0.499995,0.050829592
36,Lawyer,High,Income generation,27968.04,32608.87,11104.4,9142.01,3082.01,223,4562.84,14539.69,Self-employed,24,approved,1962.39,0.445867769,0.139922054
38,Engineer,Medium,Growth,25118.82,26108.03,5754.85,6287.53,6377.77,482.73,4646.72,5000,Self-employed,24,approved,-532.68,0.191504625,0.177973674
63,Doctor,Medium,Speculation,83436.67,100000,22679.03,23267.21,13872.13,1190.43,9029.58,26815.54,Unemployed,36,pending,-588.18,0.268152718,0.090294897
20,Artist,Low,Income generation,38441.3,18004.95,2895.5,4441.37,1626.19,111.07,1092.95,50000,Employed,36,approved,-1545.87,2.776859871,0.06069938
80,Teacher,Low,Growth,107114.2,100000,17351.83,22506.26,11611.71,2395.91,17563.97,50000,Self-employed,60,rejected,-5154.43,0.499995,0.175637944
73,Teacher,Low,Speculation,77606.01,100000,35246.3,9386.65,19726.76,3891.32,5897.26,50000,Retired,12,rejected,25859.65,0.499995,0.05897201
83,Student,High,Wealth preservation,32515.42,25654.63,4922.25,2757.89,4666.85,27.17,7186.83,30353.89,Self-employed,36,approved,2164.36,1.183127836,0.280126818
40,Teacher,Low,Income generation,89262.31,87613.42,37987.59,20331.84,10044.82,2275.64,8601.4,50000,Unemployed,36,rejected,17655.75,0.570682315,0.098173337
19,Retiree,Medium,Income generation,89924.82,100000,33965.42,23253.07,22120.34,4959.03,9303.47,50000,Retired,48,approved,10712.35,0.499995,0.09303377
74,Artist,Low,Wealth preservation,57777.12,8481.61,2322.44,448.61,1734.78,334.71,1249.83,44389.24,Employed,24,approved,1873.83,5.23296957,0.147340264
62,Lawyer,High,Income generation,70883.01,1000,451.68,68.23,53.1,7.26,330.14,5000,Employed,12,pending,383.45,4.995004995,0.32981019
35,Artist,High,Wealth preservation,38347.86,59174.31,20989.71,8408.68,3017.81,531.86,19211.75,48146.81,Retired,60,approved,12581.03,0.813630043,0.324658206
25,Engineer,High,Speculation,102608.18,100000,35607.26,25468.17,18336,2918.61,37389.04,50000,Retired,12,rejected,10139.09,0.499995,0.373886661
32,Retiree,Medium,Income generation,66853.42,100000,31858.96,21426.1,15297.97,3621.26,5989.14,50000,Self-employed,60,approved,10432.86,0.499995,0.059890801
68,Student,Low,Speculation,114959.19,100000,34808.39,12934.9,20022.96,606.03,9298.31,50000,Retired,60,approved,21873.49,0.499995,0.09298217
82,Engineer,Low,Wealth preservation,29393.9,2983.8,738.56,519.43,266.53,38.89,212.41,36531.17,Self-employed,60,approved,219.13,12.23906794,0.071163897
53,Teacher,Medium,Speculation,75164.57,100000,47055.34,9848.6,23957.51,778.84,16600.78,32203.28,Employed,48,approved,37206.74,0.32202958,0.16600614
21,Engineer,Low,Wealth preservation,79117.86,58757.81,19673.48,10566.11,4297.4,455.12,9555.8,50000,Unemployed,36,pending,9107.37,0.850936226,0.162627528
25,Artist,Medium,Wealth preservation,119645.39,100000,29460.77,25217.65,8103.99,827.07,17546.47,50000,Employed,24,approved,4243.12,0.499995,0.175462945
18,Retiree,Medium,Wealth preservation,84794.33,18035.57,2613.76,3242.21,3107.97,824.14,1662.04,50000,Self-employed,24,pending,-628.45,2.772145702,0.092148341
78,Artist,Medium,Wealth preservation,88429.81,68170.69,23147.01,5036.66,9965.95,1541.41,13456.33,50000,Retired,36,approved,18110.35,0.733442284,0.197388828
38,Doctor,Medium,Wealth preservation,57928.51,83369.27,15060.18,12579.02,11932.23,2499.34,15704.09,22740.08,Self-employed,24,approved,2481.16,0.272760062,0.188365589
58,Teacher,Medium,Income generation,36252.74,48699.03,7212.51,13496.57,8707.19,1687.29,4591.36,40734.66,Employed,12,approved,-6284.06,0.836440142,0.094278381
81,Retiree,Low,Growth,48699.46,86848.92,16068.73,17878.1,18178.67,5021.5,7186.59,34551.86,Retired,12,approved,-1809.37,0.397834103,0.082747226
25,Artist,High,Wealth preservation,47086.35,11158.77,5502.93,2209.97,1481.19,39.22,3530.79,40773.18,Employed,36,approved,3292.96,3.653586051,0.316385553
21,Retiree,High,Income generation,42838.87,82776.09,10151.56,8621.61,4940.92,1339.63,14029.98,18104.9,Employed,24,approved,1529.95,0.21871873,0.1694911
35,Student,Medium,Growth,85669.47,100000,41763.59,13808.36,21491.07,2375.32,5094.66,29149.35,Self-employed,36,pending,27955.23,0.291490585,0.050946091
51,Teacher,High,Growth,94217,94054.09,28234,6038.27,7110.05,1974.09,4841.42,40837.43,Self-employed,24,approved,22195.73,0.434186284,0.051474301
73,Engineer,High,Wealth preservation,81834.77,93551,10669.1,13056.16,9949.1,1859.5,4766.49,49050.46,Self-employed,60,approved,-2387.06,0.524312254,0.050950167
23,Retiree,Low,Speculation,36790.81,6643.56,3141.41,1012.4,519.38,19.9,1163.78,42451.01,Employed,48,pending,2129.01,6.388836883,0.17514779
29,Doctor,Medium,Growth,86965.18,54096.73,10158.75,13474.52,8565.65,21.84,9062.7,50000,Retired,24,approved,-3315.77,0.924253199,0.167524589
75,Artist,High,Speculation,60634.24,95256.45,44727.25,11534.44,11286.71,2010.54,27387.35,50000,Retired,12,approved,33192.81,0.524893329,0.287508746
30,Engineer,Low,Income generation,78336.95,72456.78,8704.25,5460.86,7421.43,674.56,3748.78,14900.7,Employed,12,approved,3243.39,0.205646654,0.051737439
66,Student,Medium,Income generation,40754.6,27158.56,11873.53,6510.62,6429.24,1387.88,3595.31,50000,Unemployed,24,approved,5362.91,1.840972387,0.132377329
56,Doctor,Low,Wealth preservation,28983.23,55357.26,15675.59,13110.71,4124.61,310.67,3232.55,12035.06,Retired,36,pending,2564.88,0.217403148,0.058393273
59,Artist,High,Income generation,80829.16,100000,40407.62,15377.17,6962.09,1678.16,8909.68,50000,Retired,12,rejected,25030.45,0.499995,0.089095909
39,Teacher,Medium,Growth,115085.46,100000,49579.65,13057.39,22151.38,1683,6877.58,11838.87,Retired,60,approved,36522.26,0.118387516,0.068775112
45,Teacher,Low,Speculation,73020.84,100000,30177.89,7604.11,17332.95,1168.35,9910.32,26508.69,Employed,12,rejected,22573.78,0.265084249,0.099102209
39,Lawyer,Medium,Wealth preservation,127698.31,82216.19,17885.48,6385.23,17720.32,4102.46,14727.74,50000,Self-employed,12,approved,11500.25,0.608145328,0.179132126
73,Retiree,Medium,Income generation,92554.19,100000,34870.48,11804.96,16276.84,544.62,10748.55,19306.88,Self-employed,12,pending,23065.52,0.193066869,0.107484425
75,Student,Low,Wealth preservation,78592.7,9155.29,1083.43,1278.35,2191.55,197.97,506.34,50000,Employed,36,approved,-194.92,5.460726998,0.05529969
23,Lawyer,Medium,Wealth preservation,32325.94,49852.58,22677.7,2762.37,4822.97,146.76,3365.77,27787.06,Self-employed,12,rejected,19915.33,0.557373412,0.067513105
69,Doctor,Low,Speculation,94747.17,100000,39801,8076.73,21415.34,3604.01,6205.1,22339.36,Self-employed,60,rejected,31724.27,0.223391366,0.062050379
57,Doctor,Medium,Speculation,4097.18,2623.88,872.5,565.47,350.69,57.81,506.98,5000,Employed,24,rejected,307.03,1.904848984,0.193144068
20,Doctor,High,Speculation,85099.79,100000,33746.57,19372.61,7885.29,831.64,37554.51,50000,Employed,36,approved,14373.96,0.499995,0.375541345
18,Doctor,Medium,Speculation,88170.92,69382.81,28051.25,9325.99,10811.99,1623.98,7280.14,39243.54,Employed,48,approved,18725.26,0.565600822,0.10492563
64,Lawyer,Medium,Growth,96055.93,100000,22088.09,7344.16,15185.41,3117.07,7644,50000,Self-employed,12,approved,14743.93,0.499995,0.076439236
28,Teacher,High,Growth,100556.69,100000,43875.26,6587.3,17836.64,1803.6,18040.69,50000,Unemployed,36,rejected,37287.96,0.499995,0.180405096
73,Doctor,Low,Speculation,84065.32,49788.36,19757.97,4180.48,7127.74,2055.17,6228.53,50000,Unemployed,36,rejected,15577.49,1.004230623,0.125097611
44,Lawyer,High,Wealth preservation,61231.26,100000,23578.68,13029.97,19967.73,3425.44,5030.78,46213.81,Employed,36,pending,10548.71,0.462133479,0.050307297
35,Teacher,Low,Income generation,59438.48,100000,23524.32,6543.23,6131.81,264.54,19003.68,50000,Employed,24,approved,16981.09,0.499995,0.1900349
52,Student,Medium,Wealth preservation,103575.16,100000,33711.42,22312.56,19289.89,745.36,11423.86,20757,Self-employed,12,approved,11398.86,0.207567924,0.114237458
66,Artist,Low,Wealth preservation,86903.17,63233.02,27003.99,10274.07,10058.56,3010.86,4701.83,50000,Employed,60,pending,16729.92,0.790713606,0.074356019
48,Engineer,Medium,Wealth preservation,106586.61,100000,42343.83,8856.78,22571.44,3080.33,11262.84,50000,Retired,36,pending,33487.05,0.499995,0.112627274
39,Artist,Medium,Speculation,68888.9,13882.67,5594.62,1626.42,3452.09,155.47,1689.61,13433.11,Employed,60,approved,3968.2,0.967547486,0.121697649
36,Student,Low,Wealth preservation,47587.5,19982.94,5539.78,1381.84,3216.48,787.73,2948.17,50000,Retired,48,approved,4157.94,2.502009113,0.147526964
65,Lawyer,High,Speculation,83386.39,23378,5272.79,6356.13,4600.2,1066.38,8932.04,18775.33,Unemployed,24,pending,-1083.34,0.803085247,0.38205398
79,Student,Low,Growth,84488.04,100000,39637.02,14962.47,16147.99,3132.07,7184.73,18284.47,Employed,24,approved,24674.55,0.182842872,0.071846582
69,Retiree,Medium,Income generation,85116.28,100000,22982.06,21105.82,18762.49,1359.28,13678.28,50000,Self-employed,24,rejected,1876.24,0.499995,0.136781432
74,Doctor,Medium,Wealth preservation,58929.88,34273.84,5630.76,4288.8,2720.48,762.67,4492.52,37540.75,Self-employed,12,pending,1341.96,1.09528593,0.131073405
74,Engineer,High,Speculation,20148.08,8744.9,2103.74,1726.68,1730.08,107.26,2705.95,10874.35,Retired,12,rejected,377.06,1.243365463,0.309396403
35,Teacher,High,Wealth preservation,25894.73,11308.26,2927.78,2173.59,586.76,57.35,2319.07,25592.73,Self-employed,12,rejected,754.19,2.262988914,0.205059394
71,Retiree,Low,Wealth preservation,59453.83,33258.64,12001.38,3910.23,7523.07,950.06,2339.91,50000,Self-employed,24,rejected,8091.15,1.503323548,0.070352836
56,Teacher,Medium,Wealth preservation,43922.32,74546.59,33740.05,16049.36,17803.17,4803.98,7228,36228.05,Retired,60,pending,17690.69,0.485972115,0.096958198
79,Student,High,Growth,74924.5,38129.58,16395.77,4425.97,7141.88,2124.62,8563.22,50000,Unemployed,36,approved,11969.8,1.31128349,0.22457618
69,Student,Low,Income generation,90832.91,100000,17075,11036.55,24246.36,5620.36,15801.71,50000,Employed,24,approved,6038.45,0.499995,0.15801552
54,Lawyer,Low,Income generation,23437.74,35550.91,14294.22,2350.78,4873.28,599.23,5213.67,27808.64,Self-employed,36,approved,11943.44,0.7821982,0.146649505
34,Artist,Medium,Speculation,92493.71,100000,14118.93,20017.22,6818.21,2000.27,8177.13,20846.57,Self-employed,36,pending,-5898.29,0.208463615,0.081770482
19,Engineer,High,Wealth preservation,41253.45,38564.64,5275.93,10422.22,9093.44,1070.88,4513.54,6450.25,Retired,24,pending,-5146.29,0.167253804,0.117035268
36,Retiree,Low,Speculation,52132.43,76753.37,36290.51,5383.32,13808.53,3023.06,13370.95,24458.35,Employed,48,rejected,30907.19,0.318657426,0.174204413
76,Lawyer,High,Income generation,10864.99,18214.27,6253.99,3967.54,2308.39,497.23,4803.66,5261.51,Retired,12,pending,2286.45,0.288851606,0.263716102
73,Engineer,High,Wealth preservation,119531,100000,44481.39,22885.83,5971.16,254.24,36306.77,50000,Self-employed,24,rejected,21595.56,0.499995,0.363064069
42,Artist,Medium,Wealth preservation,80079.49,93479.61,16719.84,21873.58,22022.41,852.12,5771.58,12280.4,Unemployed,48,approved,-5153.74,0.13136842,0.061740932
43,Lawyer,Medium,Wealth preservation,99811.33,87730.3,35636.48,14424.25,6464.96,1448.52,16237.79,50000,Unemployed,48,approved,21212.23,0.569922023,0.185085483
72,Doctor,Medium,Speculation,64566.15,100000,44595.68,21651.15,12583.34,1189.22,18990.18,50000,Retired,48,pending,22944.53,0.499995,0.189899901
45,Doctor,Medium,Wealth preservation,37827.95,40587.63,11414.62,9190.83,9589.26,2715.1,2997.85,42065.82,Self-employed,60,approved,2223.79,1.036394182,0.073859354
83,Artist,Low,Wealth preservation,73839.9,100000,30304.12,21331.92,20854.21,6206.39,19529.5,50000,Unemployed,12,approved,8972.2,0.499995,0.195293047
26,Engineer,Medium,Growth,52591.69,10609.65,5270.83,1571.75,1611.76,24.69,1973.32,50000,Employed,60,rejected,3699.08,4.712246658,0.185975411
65,Engineer,Low,Income generation,61499.9,93419.94,22194.44,20936.31,11371.16,671.03,12987.6,50000,Employed,60,rejected,1258.13,0.535211913,0.139022365
25,Retiree,Low,Income generation,57186.48,53575.79,22145.94,4900.57,4319.76,285.25,9063.88,50000,Unemployed,12,approved,17245.37,0.933239935,0.169175496
83,Engineer,High,Speculation,84144.37,56906.15,19534.84,8731.7,14149.4,2502.04,19124.77,50000,Self-employed,60,pending,10803.14,0.878624215,0.336069721
54,Engineer,High,Wealth preservation,93819.97,58523.55,19873.1,10230.62,7356.07,903.62,21736.76,50000,Unemployed,24,approved,9642.48,0.854342323,0.371412681
65,Lawyer,High,Growth,31627.06,11932.15,3160.5,2310.1,2771.92,549.74,1742.6,11787.23,Employed,60,pending,850.4,0.987771879,0.146030176
34,Doctor,Low,Speculation,57933.77,69712.63,30943.3,14513.71,17220.08,1191.09,8068.98,50000,Retired,36,approved,16429.59,0.717219861,0.115744654
31,Artist,Low,Growth,40940.82,5218.65,1203.37,1170.2,699.9,140.09,644.92,49963.37,Employed,36,rejected,33.17,9.572168632,0.123556177
52,Artist,High,Growth,87621.2,100000,27544.93,22216.23,15925.09,4648.58,16498.18,50000,Self-employed,48,approved,5328.7,0.499995,0.16498015
19,Artist,Medium,Income generation,36337.89,71072.19,9217.08,3908.11,8690.21,2280.49,9786.07,33270.05,Employed,24,rejected,5308.97,0.468109705,0.137690035
39,Artist,High,Income generation,120853.6,78585.06,28195.02,16541.67,10635.27,1153.69,28566.92,50000,Employed,24,approved,11653.35,0.636245156,0.363511289
25,Lawyer,High,Growth,31945.4,31857.46,11246.73,6026.16,7936.02,2151.06,12626.51,45457.73,Self-employed,48,approved,5220.57,1.426865266,0.396331461
40,Retiree,Low,Speculation,52548.18,100000,18009.22,28071.44,14448.09,1661.88,8564.55,23866.54,Retired,12,approved,-10062.22,0.238663013,0.085644644
47,Lawyer,Medium,Wealth preservation,30594.34,17370.6,3717.56,3384.08,2099.39,30.63,3393.63,26285.89,Unemployed,12,approved,333.48,1.513153077,0.195355062
67,Artist,Medium,Growth,20951.06,23045.01,8421.93,3714.55,5457.98,357.76,4296.12,27655.62,Employed,12,pending,4707.38,1.200017704,0.186414915
45,Doctor,Low,Speculation,53328.26,30253.18,4305.04,4098.92,7217.63,674.71,5483.09,12624.21,Retired,24,approved,206.12,0.417271597,0.18123413
18,Retiree,High,Growth,125277.25,100000,41964.55,13020.3,8087.36,2043.18,32307.1,50000,Employed,24,approved,28944.25,0.499995,0.323067769
53,Artist,High,Growth,8348.91,11369.05,3341.08,1285.67,1650.97,189.92,4237.61,5000,Retired,24,approved,2055.41,0.439751804,0.372699328
32,Retiree,High,Wealth preservation,53862.78,28950.52,3879.92,2524.69,4482.4,929.72,3330.55,50000,Self-employed,60,rejected,1355.23,1.72702504,0.115038865
55,Student,Medium,Growth,71593.9,100000,45655.05,20090.69,11795.03,3419.54,18764.08,50000,Retired,24,rejected,25564.36,0.499995,0.187638924
71,Doctor,Medium,Income generation,58085.47,37775.95,9050.94,9020.44,2171.83,620.78,3280.55,41622.49,Retired,24,approved,30.5,1.101795936,0.086839991
49,Student,Low,Wealth preservation,103834.77,15574.53,3448.36,3770.48,2856.84,0.04,1074.98,26921.37,Self-employed,48,approved,-322.12,1.72844006,0.069017234
44,Artist,Low,Speculation,87723.71,79404.65,22061.86,15715.4,19466.76,5021.13,8305.07,50000,Employed,60,rejected,6346.46,0.629678115,0.104590416
31,Doctor,Medium,Speculation,69186.93,91155.17,13125.02,11541.75,9221.63,1634.93,11893.18,50000,Self-employed,36,rejected,1583.27,0.548509223,0.130470378
31,Teacher,High,Income generation,78882.58,26424.65,4991.35,5234.13,1355.3,13.65,10385.92,50000,Employed,48,approved,-242.78,1.892101046,0.393024202
78,Retiree,High,Income generation,94611.63,31538.35,9086.93,8326.58,2192.05,483.11,8286.05,45558.68,Unemployed,60,rejected,760.35,1.444502819,0.262721014
62,Doctor,Medium,Wealth preservation,71193.08,23908.06,8863.79,7041.95,2563.71,349.46,3599.73,50000,Retired,36,approved,1821.84,2.091257456,0.150559244
38,Retiree,High,Speculation,53718.24,55932.4,24681.73,14654.61,4513.64,857.09,17566.83,25259.64,Retired,36,approved,10027.12,0.451602084,0.314066908
29,Doctor,Medium,Growth,65781.29,67372.82,14333.76,14839.78,7479.53,1986.72,7385.34,39840.66,Self-employed,36,approved,-506.02,0.591337407,0.109617356
78,Student,Low,Growth,81819.01,100000,45201.27,13443.91,23795.07,3190.6,19470.79,50000,Employed,48,approved,31757.36,0.499995,0.194705953
56,Artist,High,Speculation,87039.91,100000,36309.39,24919.91,6554.93,1071.22,29990.57,50000,Employed,60,rejected,11389.48,0.499995,0.299902701
66,Student,High,Wealth preservation,73561.19,16303.79,3142.4,1586.93,3809.06,952.61,4228.8,7446.81,Retired,60,pending,1555.47,0.456725294,0.259359366
27,Doctor,Medium,Speculation,79573.88,77863.23,12559.01,12010.34,16661.4,1030.44,15257.5,40124.26,Employed,24,approved,548.67,0.51531056,0.195950053
24,Lawyer,High,Income generation,51196.38,66250.74,27430.06,14440.47,12651.68,353.07,13204.23,50000,Unemployed,24,rejected,12989.59,0.75469716,0.199303898
58,Retiree,Low,Wealth preservation,103198.73,40434.65,15831.77,3260.05,8036.22,194.98,6218.06,50000,Self-employed,24,rejected,12571.72,1.236532614,0.15377668
61,Lawyer,Low,Growth,102280.64,37276.99,7437.02,4022.33,3711.16,987.38,5085.69,24961.69,Employed,36,approved,3414.69,0.669609332,0.136426079
20,Student,Medium,Wealth preservation,84075.06,28293.27,9723.67,8277.28,4883.54,639.68,4281.05,50000,Self-employed,36,pending,1446.39,1.767142252,0.151304487
41,Student,Medium,Income generation,8673.46,8722.97,988.85,2222.89,812.22,137.41,1171.29,10482.52,Employed,36,approved,-1234.04,1.201576805,0.134261122
51,Artist,Low,Speculation,70289.69,83288.5,25902.58,23641.86,7394.79,613.54,12336.73,50000,Unemployed,36,pending,2260.72,0.600315766,0.14811867
43,Doctor,Low,Growth,23264.6,17064.92,2886.69,4926.38,1579.03,242.39,2980.9,17983.95,Retired,24,approved,-2039.69,1.053793174,0.174669751
58,Teacher,High,Income generation,62812.69,97483.83,33777.5,15246.28,16312.4,4815.39,32138.58,46224.75,Self-employed,24,rejected,18531.22,0.474173777,0.329677756
62,Student,Medium,Growth,10393.89,10025.99,2082.89,1949.68,2250.17,281.92,612.78,5000,Retired,24,pending,133.21,0.498654132,0.061113056
31,Retiree,High,Income generation,57055.73,43539.06,21031.33,8644.79,10464.52,1293.16,16990.44,21178.54,Employed,60,pending,12386.54,0.486415039,0.390225461
45,Artist,High,Growth,53038.53,15094.46,2079.47,2567.58,2860.73,63.72,3971.91,14144.73,Self-employed,60,rejected,-488.11,0.937018812,0.263119507
77,Doctor,Low,Speculation,106779.24,100000,24486.32,10226.03,24519.96,1157.37,18964.91,18663.59,Employed,36,approved,14260.29,0.186634034,0.189647204
58,Artist,Medium,Income generation,115778.2,100000,18825.05,10640.48,16724.69,4357.38,18265.1,50000,Unemployed,36,rejected,8184.57,0.499995,0.182649174
64,Lawyer,Medium,Income generation,111182.23,100000,20240.44,22381.56,8211.73,1715.1,5292.61,43733.05,Self-employed,48,rejected,-2141.12,0.437326127,0.052925571
35,Engineer,Low,Growth,80371.14,9931.95,4897.09,2643.36,1304.81,259,967.28,42335.83,Self-employed,48,approved,2253.73,4.262160788,0.097380939
84,Lawyer,Low,Wealth preservation,109331.63,100000,15125.56,26187.42,24975.12,1781.75,5458.75,50000,Unemployed,60,rejected,-11061.86,0.499995,0.054586954
28,Retiree,High,Growth,159032.38,59835.97,22374.53,11468.09,3212.5,311.6,4479.83,50000,Unemployed,48,pending,10906.44,0.835603808,0.07486726
43,Doctor,Medium,Income generation,32967.76,14935.88,3239.6,2349.24,1236.86,133.51,1824.44,17591.51,Unemployed,24,rejected,890.36,1.177723193,0.122143312
60,Teacher,High,Growth,75260.51,66046.29,22614.02,11648.65,16408.83,3556.38,11206.82,50000,Retired,12,pending,10965.37,0.757033332,0.169678726
50,Artist,Medium,Growth,72626.98,27684.89,11650.48,3794.69,5195.66,408.51,3789.17,50000,Self-employed,60,approved,7855.79,1.80597409,0.136862857
70,Student,Low,Wealth preservation,41606.09,26348.19,7847.62,3437.16,3245.09,627.92,1762.46,40810.92,Employed,48,pending,4410.46,1.54884913,0.066888584
25,Doctor,High,Speculation,136964.37,50180.78,20594.77,14175.27,5254.07,886.69,6892.34,50000,Employed,24,pending,6419.5,0.99637757,0.13734746
76,Engineer,Medium,Income generation,69393.15,100000,33824.63,19176.44,14308.86,2168.67,9864.08,26367.35,Employed,60,approved,14648.19,0.263670863,0.098639814
67,Student,High,Wealth preservation,37666.4,59557.75,25082.03,16327.49,8524.62,610.94,8341.82,6615.05,Employed,24,rejected,8754.54,0.111067643,0.140060361
56,Teacher,Medium,Growth,55167.45,66337.11,10914.67,3821.07,8660.13,1640.22,10277.78,50000,Self-employed,12,approved,7093.6,0.753714569,0.154930251
57,Student,High,Income generation,85412.65,32218.45,14351.36,2381.04,4835.9,76.71,2822.16,16567.6,Self-employed,12,approved,11970.32,0.514211136,0.087591812
19,Retiree,Medium,Wealth preservation,55976.83,35865.5,15239.36,3765.94,6788.96,1547.26,2996.75,50000,Unemployed,12,rejected,11473.42,1.394058523,0.083552898
25,Engineer,Medium,Income generation,143254.31,100000,35669.64,9824.11,5680.05,1515.29,15023.18,50000,Unemployed,24,approved,25845.53,0.499995,0.150230298
54,Doctor,High,Income generation,32079.71,44244.03,14377.89,2318.42,9693.14,919.19,8674.67,26278.89,Unemployed,60,rejected,12059.47,0.59393993,0.196059761
48,Artist,Medium,Speculation,81890.84,100000,49943.87,17021.79,6526.06,798.68,6869.88,31564.35,Retired,24,approved,32922.08,0.315640344,0.068698113
32,Doctor,Medium,Income generation,61711.12,51526.89,17916.7,10866.97,8569.81,1554.15,6146,50000,Employed,48,pending,7049.73,0.970348291,0.119275212
57,Teacher,Low,Income generation,108498.76,100000,20194.42,22846.21,15472.07,3581.77,8133.8,50000,Self-employed,60,approved,-2651.79,0.499995,0.081337187
66,Engineer,Medium,Income generation,71112.7,12162.19,5788.9,2880,1582.73,312.21,1843.26,10659.06,Self-employed,48,approved,2908.9,0.87633754,0.151544126
69,Lawyer,Medium,Growth,31369.23,13778.7,4258.39,2354.45,1224.37,37.17,1237.03,40938.3,Employed,60,pending,1903.94,2.970913735,0.089771911
35,Engineer,Medium,Wealth preservation,26189.66,52115.56,8648.07,7974.92,4731.55,939.43,10360.32,5947.06,Retired,36,approved,673.15,0.114110755,0.198791325
39,Doctor,Low,Wealth preservation,75292.01,40355.58,6182.24,8224.63,7632.41,1878.37,3555.4,50000,Unemployed,36,pending,-2042.39,1.238955333,0.088099636
59,Teacher,Low,Speculation,24127.53,33739.87,5186.5,6389.14,2733.99,603.49,4269.06,12614.35,Retired,36,approved,-1202.64,0.373859654,0.126524894
